"entity_cd","entity_name","year","subject","subgroup_name","tested","per_prof"
"000001000000","ALBANY County",2018,"Regents Common Core Algebra I","Not Economically Disadvantaged",2059,"86"
"000001000000","ALBANY County",2021,"Regents Common Core Algebra I","Multiracial",32,"78"
"000001000000","ALBANY County",2021,"Regents Common Core Algebra I","General Education",567,"84"
"000001000000","ALBANY County",2019,"Regents Common Core Geometry","White",1542,"84"
"000001000000","ALBANY County",2019,"Regents Common Core Geometry","Students with Disabilities",95,"61"
"000001000000","ALBANY County",2019,"Regents Common Core Geometry","Small Group Total",83,"70"
"000001000000","ALBANY County",2019,"Regents Common Core Algebra II","White",1178,"94"
"000001000000","ALBANY County",2019,"Regents Common Core Algebra II","Students with Disabilities",26,"85"
"000001000000","ALBANY County",2019,"Regents Common Core Algebra II","Small Group Total",53,"85"
"000001000000","ALBANY County",2019,"Regents Common Core Algebra II","Not Migrant",1736,"89"
"000001000000","ALBANY County",2019,"Regents Common Core Algebra I","White",2071,"85"
"000001000000","ALBANY County",2019,"Regents Common Core Algebra I","Students with Disabilities",542,"47"
"000001000000","ALBANY County",2019,"Regents Common Core Geometry","Not Migrant",2301,"78"
"000001000000","ALBANY County",2021,"Regents Common Core Algebra I","Male",308,"79"
"000001000000","ALBANY County",2021,"Regents Common Core Algebra I","Economically Disadvantaged",119,"61"
"000001000000","ALBANY County",2021,"Regents Common Core Algebra I","All Students",608,"82"
"000001000000","ALBANY County",2021,"Regents Common Core Algebra I","Students with Disabilities",41,"49"
"000001000000","ALBANY County",2021,"Regents Common Core Algebra I","Small Group Total",24,"63"
"000001000000","ALBANY County",2021,"Regents Common Core Algebra I","Asian or Native Hawaiian/Other Pacific Islander",98,"97"
"000001000000","ALBANY County",2021,"Regents Common Core Algebra I","White",424,"81"
"000001000000","ALBANY County",2021,"Regents Common Core Algebra I","Parent Not in Armed Forces",608,"82"
"000001000000","ALBANY County",2019,"Regents Common Core Geometry","Not Homeless",2287,"78"
"000001000000","ALBANY County",2019,"Regents Common Core Geometry","Not Economically Disadvantaged",1657,"85"
"000001000000","ALBANY County",2018,"Regents Common Core Algebra II","Small Group Total",47,"85"
"000001000000","ALBANY County",2019,"Regents Common Core Algebra I","American Indian or Alaska Native",10,"80"
"000001000000","ALBANY County",2019,"Regents Common Core Algebra I","Asian or Native Hawaiian/Other Pacific Islander",345,"93"
"000001000000","ALBANY County",2019,"Regents Common Core Algebra II","All Students",1736,"89"
"000001000000","ALBANY County",2019,"Regents Common Core Algebra II","Asian or Native Hawaiian/Other Pacific Islander",229,"95"
"000001000000","ALBANY County",2019,"Regents Common Core Geometry","All Students",2301,"78"
"000001000000","ALBANY County",2019,"Regents Common Core Geometry","Asian or Native Hawaiian/Other Pacific Islander",257,"88"
"000001000000","ALBANY County",2019,"Regents Common Core Algebra I","Black or African American",902,"57"
"000001000000","ALBANY County",2019,"Regents Common Core Algebra II","Black or African American",194,"58"
"000001000000","ALBANY County",2019,"Regents Common Core Algebra II","Economically Disadvantaged",409,"75"
"000001000000","ALBANY County",2019,"Regents Common Core Algebra II","English Language Learners",23,"74"
"000001000000","ALBANY County",2019,"Regents Common Core Geometry","Black or African American",283,"42"
"000001000000","ALBANY County",2018,"Regents Common Core Algebra II","Economically Disadvantaged",339,"85"
"000001000000","ALBANY County",2018,"Regents Common Core Algebra II","Black or African American",163,"74"
"000001000000","ALBANY County",2018,"Regents Common Core Algebra II","Female",953,"91"
"000001000000","ALBANY County",2019,"Regents Common Core Algebra II","Homeless",11,"27"
"000001000000","ALBANY County",2019,"Regents Common Core Algebra II","Hispanic or Latino",82,"80"
"000001000000","ALBANY County",2019,"Regents Common Core Algebra I","Multiracial",165,"77"
"000001000000","ALBANY County",2018,"Regents Common Core Geometry","Black or African American",376,"37"
"000001000000","ALBANY County",2019,"Regents Common Core Algebra I","Male",1941,"75"
"000001000000","ALBANY County",2019,"Regents Common Core Algebra I","In Foster Care",5,"80"
"000001000000","ALBANY County",2018,"Regents Common Core Geometry","Economically Disadvantaged",772,"52"
"000001000000","ALBANY County",2019,"Regents Common Core Algebra I","Homeless",102,"54"
"000001000000","ALBANY County",2018,"Regents Common Core Algebra I","Multiracial",127,"72"
"000001000000","ALBANY County",2018,"Regents Common Core Algebra I","Male",1788,"72"
"000001000000","ALBANY County",2018,"Regents Common Core Algebra I","Homeless",64,"50"
"000001000000","ALBANY County",2018,"Regents Common Core Algebra I","Hispanic or Latino",310,"61"
"000001000000","ALBANY County",2018,"Regents Common Core Algebra I","General Education",3113,"80"
"000001000000","ALBANY County",2019,"Regents Common Core Algebra I","English Language Learners",243,"65"
"000001000000","ALBANY County",2018,"Regents Common Core Algebra I","Female",1837,"77"
"000001000000","ALBANY County",2019,"Regents Common Core Algebra I","Female",1910,"78"
"000001000000","ALBANY County",2019,"Regents Common Core Algebra II","Female",984,"88"
"000001000000","ALBANY County",2019,"Regents Common Core Algebra II","General Education",1710,"89"
"000001000000","ALBANY County",2018,"Regents Common Core Geometry","Non-English Language Learners",2462,"72"
"000001000000","ALBANY County",2018,"Regents Common Core Geometry","English Language Learners",52,"67"
"000001000000","ALBANY County",2019,"Regents Common Core Algebra I","Hispanic or Latino",358,"61"
"000001000000","ALBANY County",2019,"Regents Common Core Algebra I","General Education",3309,"81"
"000001000000","ALBANY County",2019,"Regents Common Core Geometry","General Education",2206,"78"
"000001000000","ALBANY County",2019,"Regents Common Core Geometry","Female",1215,"78"
"000001000000","ALBANY County",2018,"Regents Common Core Algebra I","Not Homeless",3561,"75"
"000001000000","ALBANY County",2018,"Regents Common Core Algebra I","Students with Disabilities",512,"46"
"000001000000","ALBANY County",2018,"Regents Common Core Algebra I","White",2074,"83"
"000001000000","ALBANY County",2018,"Regents Common Core Algebra I","English Language Learners",202,"50"
"000001000000","ALBANY County",2018,"Regents Common Core Algebra I","Economically Disadvantaged",1566,"61"
"000001000000","ALBANY County",2018,"Regents Common Core Algebra I","Black or African American",791,"53"
"000001000000","ALBANY County",2018,"Regents Common Core Algebra I","Asian or Native Hawaiian/Other Pacific Islander",317,"88"
"000001000000","ALBANY County",2018,"Regents Common Core Geometry","White",1628,"79"
"000001000000","ALBANY County",2018,"Regents Common Core Geometry","Female",1401,"72"
"000001000000","ALBANY County",2018,"Regents Common Core Geometry","General Education",2405,"73"
"000001000000","ALBANY County",2019,"Regents Common Core Geometry","English Language Learners",41,"66"
"000001000000","ALBANY County",2019,"Regents Common Core Geometry","Economically Disadvantaged",644,"59"
"000001000000","ALBANY County",2018,"Regents Common Core Geometry","Students with Disabilities",109,"46"
"000001000000","ALBANY County",2018,"Regents Common Core Geometry","Small Group Total",79,"66"
"000001000000","ALBANY County",2018,"Regents Common Core Algebra II","Students with Disabilities",28,"86"
"000001000000","ALBANY County",2019,"Regents Common Core Algebra I","All Students",3851,"77"
"000001000000","ALBANY County",2019,"Regents Common Core Geometry","Male",1086,"77"
"000001000000","ALBANY County",2019,"Regents Common Core Geometry","Homeless",14,"43"
"000001000000","ALBANY County",2019,"Regents Common Core Geometry","Hispanic or Latino",136,"60"
"000001000000","ALBANY County",2019,"Regents Common Core Algebra I","Economically Disadvantaged",1721,"63"
"000001000000","ALBANY County",2019,"Regents Common Core Algebra II","Male",752,"91"
"000001000000","ALBANY County",2018,"Regents Common Core Algebra II","Not in Foster Care",1713,"92"
"000001000000","ALBANY County",2018,"Regents Common Core Algebra II","Not Migrant",1713,"92"
"000001000000","ALBANY County",2018,"Regents Common Core Algebra II","White",1197,"94"
"000001000000","ALBANY County",2018,"Regents Common Core Algebra II","Not Homeless",1704,"92"
"000001000000","ALBANY County",2018,"Regents Common Core Algebra II","General Education",1685,"92"
"000001000000","ALBANY County",2018,"Regents Common Core Algebra II","English Language Learners",18,"83"
"000001000000","ALBANY County",2021,"Regents Common Core Algebra I","Economically Disadvantaged",119,"61"
"000001000000","ALBANY County",2022,"Regents Common Core Algebra II","Hispanic or Latino",81,"64"
"000001000000","ALBANY County",2022,"Regents Common Core Geometry","Hispanic or Latino",103,"31"
"000001000000","ALBANY County",2022,"Regents Common Core Algebra I","Hispanic or Latino",332,"45"
"000001000000","ALBANY County",2022,"Regents Common Core Geometry","General Education Students",1755,"63"
"000001000000","ALBANY County",2022,"Regents Common Core Algebra I","General Education Students",2554,"67"
"000001000000","ALBANY County",2022,"Regents Common Core Algebra II","General Education Students",1396,"82"
"000001000000","ALBANY County",2022,"Regents Common Core Algebra I","Female",1423,"65"
"000001000000","ALBANY County",2022,"Regents Common Core Geometry","Female",929,"61"
"000001000000","ALBANY County",2022,"Regents Common Core Algebra II","Female",772,"80"
"000001000000","ALBANY County",2022,"Regents Common Core Algebra I","English Language Learner",172,"33"
"000001000000","ALBANY County",2022,"Regents Common Core Geometry","English Language Learner",27,"30"
"000001000000","ALBANY County",2022,"Regents Common Core Algebra II","English Language Learner",16,"56"
"000001000000","ALBANY County",2022,"Regents Common Core Algebra I","Economically Disadvantaged",1225,"42"
"000001000000","ALBANY County",2022,"Regents Common Core Geometry","Economically Disadvantaged",468,"37"
"000001000000","ALBANY County",2022,"Regents Common Core Algebra II","Economically Disadvantaged",317,"63"
"000001000000","ALBANY County",2022,"Regents Common Core Algebra I","Black or African American",595,"30"
"000001000000","ALBANY County",2022,"Regents Common Core Algebra II","Black or African American",136,"52"
"000001000000","ALBANY County",2022,"Regents Common Core Geometry","Black or African American",213,"18"
"000001000000","ALBANY County",2022,"Regents Common Core Algebra II","Asian or Native Hawaiian/Other Pacific Islander",221,"89"
"000001000000","ALBANY County",2022,"Regents Common Core Geometry","Asian or Native Hawaiian/Other Pacific Islander",256,"73"
"000001000000","ALBANY County",2022,"Regents Common Core Algebra I","Asian or Native Hawaiian/Other Pacific Islander",352,"83"
"000001000000","ALBANY County",2022,"Regents Common Core Algebra I","American Indian or Alaska Native",5,"40"
"000001000000","ALBANY County",2022,"Regents Common Core Geometry","American Indian or Alaska Native",5,"80"
"000001000000","ALBANY County",2022,"Regents Common Core Algebra I","All Students",2899,"63"
"000001000000","ALBANY County",2022,"Regents Common Core Algebra II","All Students",1447,"81"
"000001000000","ALBANY County",2022,"Regents Common Core Geometry","All Students",1818,"62"
"000001000000","ALBANY County",2022,"Regents Common Core Algebra I","Homeless",43,"28"
"000001000000","ALBANY County",2022,"Regents Common Core Algebra I","Male",1475,"62"
"000001000000","ALBANY County",2022,"Regents Common Core Geometry","Male",889,"63"
"000001000000","ALBANY County",2022,"Regents Common Core Algebra II","Male",675,"83"
"000001000000","ALBANY County",2022,"Regents Common Core Algebra I","Multiracial",155,"56"
"000001000000","ALBANY County",2022,"Regents Common Core Geometry","Multiracial",86,"56"
"000001000000","ALBANY County",2022,"Regents Common Core Algebra I","Non-English Language Learner",2727,"65"
"000001000000","ALBANY County",2022,"Regents Common Core Geometry","Non-English Language Learner",1791,"63"
"000001000000","ALBANY County",2022,"Regents Common Core Algebra II","Non-English Language Learner",1431,"81"
"000001000000","ALBANY County",2022,"Regents Common Core Algebra I","Not Economically Disadvantaged",1674,"79"
"000001000000","ALBANY County",2022,"Regents Common Core Geometry","Not Economically Disadvantaged",1350,"71"
"000001000000","ALBANY County",2022,"Regents Common Core Algebra II","Not Economically Disadvantaged",1130,"86"
"000001000000","ALBANY County",2022,"Regents Common Core Geometry","Not Homeless",1802,"62"
"000001000000","ALBANY County",2022,"Regents Common Core Algebra I","Not Homeless",2856,"64"
"000001000000","ALBANY County",2022,"Regents Common Core Algebra II","Not Migrant",1447,"81"
"000001000000","ALBANY County",2022,"Regents Common Core Geometry","Not Migrant",1818,"62"
"000001000000","ALBANY County",2022,"Regents Common Core Algebra I","Parent in Armed Forces",7,"86"
"000001000000","ALBANY County",2022,"Regents Common Core Algebra I","Parent Not in Armed Forces",2892,"63"
"000001000000","ALBANY County",2022,"Regents Common Core Algebra II","Parent Not in Armed Forces",1447,"81"
"000001000000","ALBANY County",2022,"Regents Common Core Algebra II","Small Group Total",62,"79"
"000001000000","ALBANY County",2022,"Regents Common Core Algebra I","Students with Disabilities",345,"38"
"000001000000","ALBANY County",2022,"Regents Common Core Geometry","Students with Disabilities",63,"40"
"000001000000","ALBANY County",2022,"Regents Common Core Algebra II","Students with Disabilities",51,"59"
"000001000000","ALBANY County",2022,"Regents Common Core Algebra II","White",947,"85"
"000001000000","ALBANY County",2022,"Regents Common Core Geometry","White",1155,"71"
"000001000000","ALBANY County",2022,"Regents Common Core Algebra I","White",1460,"77"
"000001000000","ALBANY County",2021,"Regents Common Core Algebra I","Male",308,"79"
"000001000000","ALBANY County",2021,"Regents Common Core Algebra I","All Students",608,"82"
"000001000000","ALBANY County",2021,"Regents Common Core Algebra I","Students with Disabilities",41,"49"
"000001000000","ALBANY County",2021,"Regents Common Core Algebra I","Small Group Total",24,"63"
"000001000000","ALBANY County",2021,"Regents Common Core Algebra I","Asian or Native Hawaiian/Other Pacific Islander",98,"97"
"000001000000","ALBANY County",2021,"Regents Common Core Algebra I","White",424,"81"
"000001000000","ALBANY County",2021,"Regents Common Core Algebra I","Parent Not in Armed Forces",608,"82"
"000001000000","ALBANY County",2021,"Regents Common Core Algebra I","Not Migrant",608,"82"
"000001000000","ALBANY County",2021,"Regents Common Core Algebra I","Not Economically Disadvantaged",489,"87"
"000001000000","ALBANY County",2021,"Regents Common Core Algebra I","Black or African American",30,"70"
"000001000000","ALBANY County",2021,"Regents Common Core Algebra I","Female",300,"86"
"000001000000","ALBANY County",2021,"Regents Common Core Algebra I","Multiracial",32,"78"
"000001000000","ALBANY County",2021,"Regents Common Core Algebra I","General Education Students",567,"84"
"000001000000","ALBANY County",2022,"Regents Common Core Geometry","Homeless",16,"25"
"000002000000","ALLEGANY County",2021,"Regents Common Core Algebra I","Hispanic or Latino",9,"78"
"000002000000","ALLEGANY County",2021,"Regents Common Core Algebra I","Male",141,"72"
"000002000000","ALLEGANY County",2021,"Regents Common Core Algebra I","General Education Students",263,"78"
"000002000000","ALLEGANY County",2021,"Regents Common Core Algebra I","Multiracial",6,"50"
"000002000000","ALLEGANY County",2021,"Regents Common Core Algebra I","Female",160,"75"
"000002000000","ALLEGANY County",2021,"Regents Common Core Algebra I","Not Economically Disadvantaged",178,"78"
"000002000000","ALLEGANY County",2021,"Regents Common Core Algebra I","Parent Not in Armed Forces",301,"73"
"000002000000","ALLEGANY County",2021,"Regents Common Core Algebra I","White",279,"73"
"000002000000","ALLEGANY County",2021,"Regents Common Core Algebra I","Small Group Total",7,"86"
"000002000000","ALLEGANY County",2021,"Regents Common Core Algebra I","Students with Disabilities",38,"39"
"000002000000","ALLEGANY County",2021,"Regents Common Core Algebra I","All Students",301,"73"
"000002000000","ALLEGANY County",2021,"Regents Common Core Algebra I","Economically Disadvantaged",123,"67"
"000002000000","ALLEGANY County",2022,"Regents Common Core Algebra I","White",406,"73"
"000002000000","ALLEGANY County",2022,"Regents Common Core Algebra II","White",187,"76"
"000002000000","ALLEGANY County",2022,"Regents Common Core Geometry","White",205,"70"
"000002000000","ALLEGANY County",2022,"Regents Common Core Algebra I","Students with Disabilities",74,"32"
"000002000000","ALLEGANY County",2022,"Regents Common Core Algebra II","Small Group Total",10,"100"
"000002000000","ALLEGANY County",2022,"Regents Common Core Geometry","Small Group Total",10,"40"
"000002000000","ALLEGANY County",2022,"Regents Common Core Algebra I","Small Group Total",5,"80"
"000002000000","ALLEGANY County",2022,"Regents Common Core Algebra I","Parent Not in Armed Forces",425,"73"
"000002000000","ALLEGANY County",2022,"Regents Common Core Geometry","Parent Not in Armed Forces",222,"68"
"000002000000","ALLEGANY County",2022,"Regents Common Core Algebra II","Parent Not in Armed Forces",197,"77"
"000002000000","ALLEGANY County",2022,"Regents Common Core Algebra I","Not Migrant",425,"73"
"000002000000","ALLEGANY County",2022,"Regents Common Core Algebra II","Not Migrant",197,"77"
"000002000000","ALLEGANY County",2022,"Regents Common Core Geometry","Not Migrant",222,"68"
"000002000000","ALLEGANY County",2022,"Regents Common Core Algebra II","Not in Foster Care",197,"77"
"000002000000","ALLEGANY County",2022,"Regents Common Core Geometry","Not in Foster Care",222,"68"
"000002000000","ALLEGANY County",2022,"Regents Common Core Algebra II","Not Economically Disadvantaged",132,"77"
"000002000000","ALLEGANY County",2022,"Regents Common Core Geometry","Not Economically Disadvantaged",146,"75"
"000002000000","ALLEGANY County",2022,"Regents Common Core Algebra I","Not Economically Disadvantaged",201,"79"
"000002000000","ALLEGANY County",2022,"Regents Common Core Geometry","Non-English Language Learner",222,"68"
"000002000000","ALLEGANY County",2022,"Regents Common Core Algebra I","Non-English Language Learner",425,"73"
"000002000000","ALLEGANY County",2022,"Regents Common Core Algebra II","Non-English Language Learner",197,"77"
"000002000000","ALLEGANY County",2022,"Regents Common Core Algebra I","Multiracial",8,"75"
"000002000000","ALLEGANY County",2022,"Regents Common Core Algebra II","Male",86,"79"
"000002000000","ALLEGANY County",2022,"Regents Common Core Geometry","Male",94,"68"
"000002000000","ALLEGANY County",2022,"Regents Common Core Algebra I","Male",203,"70"
"000002000000","ALLEGANY County",2022,"Regents Common Core Algebra I","Hispanic or Latino",6,"50"
"000002000000","ALLEGANY County",2022,"Regents Common Core Geometry","Hispanic or Latino",7,"57"
"000002000000","ALLEGANY County",2022,"Regents Common Core Algebra I","General Education Students",351,"81"
"000002000000","ALLEGANY County",2022,"Regents Common Core Algebra II","Female",111,"76"
"000002000000","ALLEGANY County",2022,"Regents Common Core Algebra I","Female",221,"75"
"000002000000","ALLEGANY County",2022,"Regents Common Core Geometry","Female",128,"68"
"000002000000","ALLEGANY County",2022,"Regents Common Core Algebra II","Economically Disadvantaged",65,"78"
"000002000000","ALLEGANY County",2022,"Regents Common Core Geometry","Economically Disadvantaged",76,"55"
"000002000000","ALLEGANY County",2022,"Regents Common Core Algebra I","Economically Disadvantaged",224,"67"
"000002000000","ALLEGANY County",2022,"Regents Common Core Algebra II","All Students",197,"77"
"000002000000","ALLEGANY County",2022,"Regents Common Core Geometry","All Students",222,"68"
"000002000000","ALLEGANY County",2022,"Regents Common Core Algebra I","All Students",425,"73"
"000002000000","ALLEGANY County",2019,"Regents Common Core Geometry","White",283,"78"
"000002000000","ALLEGANY County",2019,"Regents Common Core Geometry","Students with Disabilities",6,"67"
"000002000000","ALLEGANY County",2019,"Regents Common Core Geometry","Small Group Total",8,"63"
"000002000000","ALLEGANY County",2019,"Regents Common Core Geometry","Parent Not in Armed Forces",296,"77"
"000002000000","ALLEGANY County",2019,"Regents Common Core Algebra II","White",211,"80"
"000002000000","ALLEGANY County",2019,"Regents Common Core Algebra II","Small Group Total",7,"100"
"000002000000","ALLEGANY County",2019,"Regents Common Core Algebra II","Parent Not in Armed Forces",218,"81"
"000002000000","ALLEGANY County",2019,"Regents Common Core Algebra II","Not Migrant",218,"81"
"000002000000","ALLEGANY County",2019,"Regents Common Core Algebra I","Small Group Total",5,"80"
"000002000000","ALLEGANY County",2019,"Regents Common Core Algebra I","Parent Not in Armed Forces",595,"79"
"000002000000","ALLEGANY County",2019,"Regents Common Core Algebra I","Not Migrant",595,"79"
"000002000000","ALLEGANY County",2019,"Regents Common Core Geometry","Not Migrant",296,"77"
"000002000000","ALLEGANY County",2019,"Regents Common Core Geometry","Not in Foster Care",296,"77"
"000002000000","ALLEGANY County",2019,"Regents Common Core Geometry","Not Economically Disadvantaged",188,"81"
"000002000000","ALLEGANY County",2019,"Regents Common Core Geometry","Non-English Language Learners",296,"77"
"000002000000","ALLEGANY County",2019,"Regents Common Core Algebra II","Not in Foster Care",218,"81"
"000002000000","ALLEGANY County",2019,"Regents Common Core Algebra II","Not Homeless",218,"81"
"000002000000","ALLEGANY County",2019,"Regents Common Core Algebra II","Not Economically Disadvantaged",162,"80"
"000002000000","ALLEGANY County",2019,"Regents Common Core Algebra II","Non-English Language Learners",218,"81"
"000002000000","ALLEGANY County",2018,"Regents Common Core Algebra I","Students with Disabilities",98,"38"
"000002000000","ALLEGANY County",2018,"Regents Common Core Algebra I","Small Group Total",9,"89"
"000002000000","ALLEGANY County",2018,"Regents Common Core Algebra I","Parent Not in Armed Forces",543,"79"
"000002000000","ALLEGANY County",2018,"Regents Common Core Algebra I","Not Migrant",543,"79"
"000002000000","ALLEGANY County",2018,"Regents Common Core Algebra I","Not Economically Disadvantaged",265,"85"
"000002000000","ALLEGANY County",2018,"Regents Common Core Algebra I","Multiracial",8,"88"
"000002000000","ALLEGANY County",2018,"Regents Common Core Algebra I","Male",291,"76"
"000002000000","ALLEGANY County",2018,"Regents Common Core Algebra I","Hispanic or Latino",10,"90"
"000002000000","ALLEGANY County",2018,"Regents Common Core Geometry","Students with Disabilities",19,"53"
"000002000000","ALLEGANY County",2018,"Regents Common Core Geometry","White",331,"79"
"000002000000","ALLEGANY County",2018,"Regents Common Core Geometry","Parent Not in Armed Forces",347,"79"
"000002000000","ALLEGANY County",2018,"Regents Common Core Geometry","Small Group Total",8,"75"
"000002000000","ALLEGANY County",2018,"Regents Common Core Algebra II","White",247,"77"
"000002000000","ALLEGANY County",2018,"Regents Common Core Algebra II","Small Group Total",9,"78"
"000002000000","ALLEGANY County",2018,"Regents Common Core Algebra II","Parent Not in Armed Forces",268,"77"
"000002000000","ALLEGANY County",2018,"Regents Common Core Geometry","Male",152,"80"
"000002000000","ALLEGANY County",2018,"Regents Common Core Geometry","General Education",328,"81"
"000002000000","ALLEGANY County",2018,"Regents Common Core Algebra II","Male",123,"76"
"000002000000","ALLEGANY County",2018,"Regents Common Core Algebra II","Hispanic or Latino",6,"67"
"000002000000","ALLEGANY County",2021,"Regents Common Core Algebra I","General Education",263,"78"
"000002000000","ALLEGANY County",2021,"Regents Common Core Algebra I","Multiracial",6,"50"
"000002000000","ALLEGANY County",2021,"Regents Common Core Algebra I","Hispanic or Latino",9,"78"
"000002000000","ALLEGANY County",2021,"Regents Common Core Algebra I","Female",160,"75"
"000002000000","ALLEGANY County",2021,"Regents Common Core Algebra I","Not Economically Disadvantaged",178,"78"
"000002000000","ALLEGANY County",2021,"Regents Common Core Algebra I","Parent Not in Armed Forces",301,"73"
"000002000000","ALLEGANY County",2021,"Regents Common Core Algebra I","White",279,"73"
"000002000000","ALLEGANY County",2021,"Regents Common Core Algebra I","Small Group Total",7,"86"
"000002000000","ALLEGANY County",2021,"Regents Common Core Algebra I","Students with Disabilities",38,"39"
"000002000000","ALLEGANY County",2021,"Regents Common Core Algebra I","All Students",301,"73"
"000002000000","ALLEGANY County",2021,"Regents Common Core Algebra I","Economically Disadvantaged",123,"67"
"000002000000","ALLEGANY County",2018,"Regents Common Core Geometry","Female",195,"79"
"000002000000","ALLEGANY County",2018,"Regents Common Core Geometry","Economically Disadvantaged",137,"74"
"000002000000","ALLEGANY County",2018,"Regents Common Core Geometry","Asian or Native Hawaiian/Other Pacific Islander",8,"100"
"000002000000","ALLEGANY County",2018,"Regents Common Core Algebra II","Economically Disadvantaged",84,"69"
"000002000000","ALLEGANY County",2018,"Regents Common Core Algebra II","Asian or Native Hawaiian/Other Pacific Islander",6,"83"
"000002000000","ALLEGANY County",2019,"Regents Common Core Algebra I","All Students",595,"79"
"000002000000","ALLEGANY County",2019,"Regents Common Core Algebra I","Black or African American",11,"73"
"000002000000","ALLEGANY County",2019,"Regents Common Core Algebra I","Economically Disadvantaged",292,"74"
"000002000000","ALLEGANY County",2019,"Regents Common Core Algebra II","All Students",218,"81"
"000002000000","ALLEGANY County",2019,"Regents Common Core Algebra II","Economically Disadvantaged",56,"82"
"000002000000","ALLEGANY County",2019,"Regents Common Core Geometry","All Students",296,"77"
"000002000000","ALLEGANY County",2019,"Regents Common Core Geometry","Asian or Native Hawaiian/Other Pacific Islander",5,"80"
"000002000000","ALLEGANY County",2019,"Regents Common Core Geometry","Economically Disadvantaged",108,"70"
"000002000000","ALLEGANY County",2019,"Regents Common Core Algebra I","Female",276,"85"
"000002000000","ALLEGANY County",2019,"Regents Common Core Algebra I","General Education",490,"87"
"000002000000","ALLEGANY County",2019,"Regents Common Core Algebra I","Hispanic or Latino",9,"44"
"000002000000","ALLEGANY County",2019,"Regents Common Core Algebra I","Homeless",7,"43"
"000002000000","ALLEGANY County",2019,"Regents Common Core Algebra I","Male",319,"74"
"000002000000","ALLEGANY County",2019,"Regents Common Core Algebra II","Female",127,"80"
"000002000000","ALLEGANY County",2019,"Regents Common Core Algebra II","Male",91,"81"
"000002000000","ALLEGANY County",2019,"Regents Common Core Geometry","Female",145,"81"
"000002000000","ALLEGANY County",2019,"Regents Common Core Geometry","General Education",290,"78"
"000002000000","ALLEGANY County",2019,"Regents Common Core Geometry","Male",151,"74"
"000002000000","ALLEGANY County",2019,"Regents Common Core Algebra I","Multiracial",6,"83"
"000002000000","ALLEGANY County",2019,"Regents Common Core Algebra I","Not Economically Disadvantaged",303,"84"
"000002000000","ALLEGANY County",2019,"Regents Common Core Algebra I","Not Homeless",588,"80"
"000002000000","ALLEGANY County",2021,"Regents Common Core Algebra I","Male",141,"72"
"000002000000","ALLEGANY County",2018,"Regents Common Core Algebra I","Female",252,"83"
