"entity_cd","entity_name","year","subgroup_name","assessment_name","percent_proficient_2019"
"000001000000","ALBANY County",2021,"American Indian or Alaska Native","MATH5",NULL
"000001000000","ALBANY County",2022,"American Indian or Alaska Native","MATH5",NULL
"000001000000","ALBANY County",2018,"American Indian or Alaska Native","MATH5",30.0
"000001000000","ALBANY County",2019,"American Indian or Alaska Native","MATH5",NULL
"000001000000","ALBANY County",2019,"American Indian or Alaska Native","MATH6",75.0
"000001000000","ALBANY County",2022,"American Indian or Alaska Native","MATH6",57.1
"000001000000","ALBANY County",2021,"American Indian or Alaska Native","MATH6",NULL
"000001000000","ALBANY County",2021,"American Indian or Alaska Native","MATH6",NULL
"000001000000","ALBANY County",2018,"American Indian or Alaska Native","MATH6",NULL
"000001000000","ALBANY County",2021,"American Indian or Alaska Native","MATH7",NULL
"000001000000","ALBANY County",2019,"American Indian or Alaska Native","MATH7",NULL
"000001000000","ALBANY County",2022,"American Indian or Alaska Native","MATH7",20.0
"000001000000","ALBANY County",2021,"American Indian or Alaska Native","MATH7",NULL
"000001000000","ALBANY County",2018,"American Indian or Alaska Native","MATH7",50.0
"000001000000","ALBANY County",2021,"American Indian or Alaska Native","MATH8",NULL
"000001000000","ALBANY County",2018,"American Indian or Alaska Native","MATH8",NULL
"000001000000","ALBANY County",2021,"American Indian or Alaska Native","MATH8",NULL
"000001000000","ALBANY County",2019,"American Indian or Alaska Native","MATH8",60.0
"000001000000","ALBANY County",2022,"American Indian or Alaska Native","MATH8",NULL
"000001000000","ALBANY County",2021,"Asian or Native Hawaiian/Other Pacific Islander","MATH3",66.5
"000001000000","ALBANY County",2022,"Asian or Native Hawaiian/Other Pacific Islander","MATH3",59.5
"000001000000","ALBANY County",2018,"Asian or Native Hawaiian/Other Pacific Islander","MATH3",74.1
"000001000000","ALBANY County",2021,"Asian or Native Hawaiian/Other Pacific Islander","MATH3",66.5
"000001000000","ALBANY County",2019,"Asian or Native Hawaiian/Other Pacific Islander","MATH3",67.6
"000001000000","ALBANY County",2019,"Asian or Native Hawaiian/Other Pacific Islander","MATH4",74.2
"000001000000","ALBANY County",2021,"Asian or Native Hawaiian/Other Pacific Islander","MATH4",67.1
"000001000000","ALBANY County",2018,"Asian or Native Hawaiian/Other Pacific Islander","MATH4",68.0
"000001000000","ALBANY County",2022,"Asian or Native Hawaiian/Other Pacific Islander","MATH4",62.5
"000001000000","ALBANY County",2021,"Asian or Native Hawaiian/Other Pacific Islander","MATH4",67.1
"000001000000","ALBANY County",2021,"Asian or Native Hawaiian/Other Pacific Islander","MATH5",60.6
"000001000000","ALBANY County",2019,"Asian or Native Hawaiian/Other Pacific Islander","MATH5",67.4
"000001000000","ALBANY County",2022,"Asian or Native Hawaiian/Other Pacific Islander","MATH5",53.5
"000001000000","ALBANY County",2018,"Asian or Native Hawaiian/Other Pacific Islander","MATH5",59.4
"000001000000","ALBANY County",2021,"Asian or Native Hawaiian/Other Pacific Islander","MATH5",60.6
"000001000000","ALBANY County",2019,"Asian or Native Hawaiian/Other Pacific Islander","MATH6",71.1
"000001000000","ALBANY County",2021,"Asian or Native Hawaiian/Other Pacific Islander","MATH6",69.2
"000001000000","ALBANY County",2018,"Asian or Native Hawaiian/Other Pacific Islander","MATH6",66.1
"000001000000","ALBANY County",2022,"Asian or Native Hawaiian/Other Pacific Islander","MATH6",59.5
"000001000000","ALBANY County",2021,"Asian or Native Hawaiian/Other Pacific Islander","MATH6",69.2
"000001000000","ALBANY County",2019,"Asian or Native Hawaiian/Other Pacific Islander","MATH7",66.5
"000001000000","ALBANY County",2021,"Asian or Native Hawaiian/Other Pacific Islander","MATH7",65.5
"000001000000","ALBANY County",2021,"Asian or Native Hawaiian/Other Pacific Islander","MATH7",65.5
"000001000000","ALBANY County",2018,"Asian or Native Hawaiian/Other Pacific Islander","MATH7",65.4
"000001000000","ALBANY County",2022,"Asian or Native Hawaiian/Other Pacific Islander","MATH7",66.3
"000001000000","ALBANY County",2021,"Asian or Native Hawaiian/Other Pacific Islander","MATH8",23.7
"000001000000","ALBANY County",2021,"Asian or Native Hawaiian/Other Pacific Islander","MATH8",23.7
"000001000000","ALBANY County",2019,"Asian or Native Hawaiian/Other Pacific Islander","MATH8",38.8
"000001000000","ALBANY County",2022,"Asian or Native Hawaiian/Other Pacific Islander","MATH8",42.4
"000001000000","ALBANY County",2018,"Asian or Native Hawaiian/Other Pacific Islander","MATH8",29.0
"000001000000","ALBANY County",2022,"Black or African American","MATH3",21.5
"000001000000","ALBANY County",2021,"Black or African American","MATH3",35.0
"000001000000","ALBANY County",2021,"Black or African American","MATH3",35.0
"000001000000","ALBANY County",2019,"Black or African American","MATH3",32.4
"000001000000","ALBANY County",2018,"Black or African American","MATH3",31.9
"000001000000","ALBANY County",2021,"Black or African American","MATH4",23.7
"000001000000","ALBANY County",2022,"Black or African American","MATH4",18.4
"000001000000","ALBANY County",2018,"Black or African American","MATH4",22.5
"000001000000","ALBANY County",2019,"Black or African American","MATH4",26.2
"000001000000","ALBANY County",2021,"Black or African American","MATH4",23.7
"000001000000","ALBANY County",2021,"Black or African American","MATH5",18.9
"000001000000","ALBANY County",2021,"Black or African American","MATH5",18.9
"000001000000","ALBANY County",2019,"Black or African American","MATH5",25.8
"000001000000","ALBANY County",2022,"Black or African American","MATH5",11.1
"000001000000","ALBANY County",2018,"Black or African American","MATH5",15.7
"000001000000","ALBANY County",2018,"Black or African American","MATH6",17.7
"000001000000","ALBANY County",2021,"Black or African American","MATH6",15.8
"000001000000","ALBANY County",2021,"Black or African American","MATH6",15.8
"000001000000","ALBANY County",2022,"Black or African American","MATH6",9.4
"000001000000","ALBANY County",2019,"Black or African American","MATH6",21.4
"000001000000","ALBANY County",2021,"Black or African American","MATH7",13.1
"000001000000","ALBANY County",2021,"Black or African American","MATH7",13.1
"000001000000","ALBANY County",2019,"Black or African American","MATH7",18.0
"000001000000","ALBANY County",2018,"Black or African American","MATH7",18.3
"000001000000","ALBANY County",2022,"Black or African American","MATH7",10.6
"000001000000","ALBANY County",2019,"Black or African American","MATH8",22.6
"000001000000","ALBANY County",2018,"Black or African American","MATH8",18.1
"000001000000","ALBANY County",2021,"Black or African American","MATH8",4.7
"000001000000","ALBANY County",2022,"Black or African American","MATH8",7.9
"000001000000","ALBANY County",2021,"Black or African American","MATH8",4.7
"000001000000","ALBANY County",2021,"Economically Disadvantaged","MATH3",37.5
"000001000000","ALBANY County",2022,"Economically Disadvantaged","MATH3",26.0
"000001000000","ALBANY County",2019,"Economically Disadvantaged","MATH3",36.9
"000001000000","ALBANY County",2021,"Economically Disadvantaged","MATH3",37.5
"000001000000","ALBANY County",2018,"Economically Disadvantaged","MATH3",33.4
"000001000000","ALBANY County",2019,"Economically Disadvantaged","MATH4",29.8
"000001000000","ALBANY County",2021,"Economically Disadvantaged","MATH4",30.3
"000001000000","ALBANY County",2022,"Economically Disadvantaged","MATH4",23.7
"000001000000","ALBANY County",2018,"Economically Disadvantaged","MATH4",27.1
"000001000000","ALBANY County",2021,"Economically Disadvantaged","MATH4",30.3
"000001000000","ALBANY County",2019,"Economically Disadvantaged","MATH5",27.6
"000001000000","ALBANY County",2021,"Economically Disadvantaged","MATH5",26.8
"000001000000","ALBANY County",2018,"Economically Disadvantaged","MATH5",20.5
"000001000000","ALBANY County",2022,"Economically Disadvantaged","MATH5",18.2
"000001000000","ALBANY County",2021,"Economically Disadvantaged","MATH5",26.8
"000001000000","ALBANY County",2019,"Economically Disadvantaged","MATH6",27.7
"000001000000","ALBANY County",2018,"Economically Disadvantaged","MATH6",25.5
"000001000000","ALBANY County",2021,"Economically Disadvantaged","MATH6",18.5
"000001000000","ALBANY County",2021,"Economically Disadvantaged","MATH6",18.5
"000001000000","ALBANY County",2022,"Economically Disadvantaged","MATH6",19.5
"000001000000","ALBANY County",2022,"Economically Disadvantaged","MATH7",15.4
"000001000000","ALBANY County",2021,"Economically Disadvantaged","MATH7",18.7
"000001000000","ALBANY County",2018,"Economically Disadvantaged","MATH7",23.1
"000001000000","ALBANY County",2021,"Economically Disadvantaged","MATH7",18.7
"000001000000","ALBANY County",2019,"Economically Disadvantaged","MATH7",24.0
"000001000000","ALBANY County",2021,"Economically Disadvantaged","MATH8",8.9
"000001000000","ALBANY County",2022,"Economically Disadvantaged","MATH8",12.1
"000001000000","ALBANY County",2019,"Economically Disadvantaged","MATH8",20.7
"000001000000","ALBANY County",2018,"Economically Disadvantaged","MATH8",17.9
"000001000000","ALBANY County",2021,"Economically Disadvantaged","MATH8",8.9
"000001000000","ALBANY County",2021,"English Language Learner","MATH3",40.3
"000001000000","ALBANY County",2022,"English Language Learner","MATH3",28.2
"000001000000","ALBANY County",2022,"English Language Learner","MATH4",18.5
"000001000000","ALBANY County",2021,"English Language Learner","MATH4",35.4
"000001000000","ALBANY County",2021,"English Language Learner","MATH5",27.2
"000001000000","ALBANY County",2022,"English Language Learner","MATH5",7.0
"000001000000","ALBANY County",2022,"English Language Learner","MATH6",14.0
"000001000000","ALBANY County",2021,"English Language Learner","MATH6",16.3
"000001000000","ALBANY County",2021,"English Language Learner","MATH7",6.7
"000001000000","ALBANY County",2022,"English Language Learner","MATH7",6.4
"000001000000","ALBANY County",2021,"English Language Learner","MATH8",3.7
"000001000000","ALBANY County",2022,"English Language Learner","MATH8",4.4
"000001000000","ALBANY County",2019,"English Language Learners","MATH3",32.8
"000001000000","ALBANY County",2018,"English Language Learners","MATH3",34.4
"000001000000","ALBANY County",2021,"English Language Learners","MATH3",40.3
"000001000000","ALBANY County",2021,"English Language Learners","MATH4",35.4
"000001000000","ALBANY County",2018,"English Language Learners","MATH4",19.8
"000001000000","ALBANY County",2019,"English Language Learners","MATH4",14.5
"000001000000","ALBANY County",2018,"English Language Learners","MATH5",5.6
"000001000000","ALBANY County",2021,"English Language Learners","MATH5",27.2
"000001000000","ALBANY County",2019,"English Language Learners","MATH5",16.7
"000001000000","ALBANY County",2018,"English Language Learners","MATH6",10.6
"000001000000","ALBANY County",2019,"English Language Learners","MATH6",12.7
"000001000000","ALBANY County",2021,"English Language Learners","MATH6",16.3
"000001000000","ALBANY County",2019,"English Language Learners","MATH7",10.0
"000001000000","ALBANY County",2021,"English Language Learners","MATH7",6.7
"000001000000","ALBANY County",2018,"English Language Learners","MATH7",11.3
"000001000000","ALBANY County",2021,"English Language Learners","MATH8",3.7
"000001000000","ALBANY County",2018,"English Language Learners","MATH8",6.0
"000001000000","ALBANY County",2019,"English Language Learners","MATH8",3.6
"000001000000","ALBANY County",2019,"Female","MATH3",52.4
"000001000000","ALBANY County",2022,"Female","MATH3",45.1
"000001000000","ALBANY County",2021,"Female","MATH3",54.1
"000001000000","ALBANY County",2021,"Female","MATH3",54.1
"000001000000","ALBANY County",2018,"Female","MATH3",52.8
"000001000000","ALBANY County",2019,"Female","MATH4",49.9
"000001000000","ALBANY County",2018,"Female","MATH4",46.6
"000001000000","ALBANY County",2021,"Female","MATH4",53.8
"000001000000","ALBANY County",2021,"Female","MATH4",53.8
"000001000000","ALBANY County",2022,"Female","MATH4",41.8
"000001000000","ALBANY County",2018,"Female","MATH5",40.7
"000001000000","ALBANY County",2021,"Female","MATH5",48.2
"000001000000","ALBANY County",2019,"Female","MATH5",44.8
"000001000000","ALBANY County",2021,"Female","MATH5",48.2
"000001000000","ALBANY County",2022,"Female","MATH5",37.5
"000001000000","ALBANY County",2021,"Female","MATH6",39.5
"000001000000","ALBANY County",2019,"Female","MATH6",51.4
"000001000000","ALBANY County",2018,"Female","MATH6",46.0
"000001000000","ALBANY County",2022,"Female","MATH6",40.1
"000001000000","ALBANY County",2021,"Female","MATH6",39.5
"000001000000","ALBANY County",2021,"Female","MATH7",40.3
"000001000000","ALBANY County",2019,"Female","MATH7",47.7
"000001000000","ALBANY County",2022,"Female","MATH7",38.8
"000001000000","ALBANY County",2021,"Female","MATH7",40.3
"000001000000","ALBANY County",2018,"Female","MATH7",47.5
"000001000000","ALBANY County",2022,"Female","MATH8",24.3
"000001000000","ALBANY County",2019,"Female","MATH8",34.5
"000001000000","ALBANY County",2021,"Female","MATH8",13.1
"000001000000","ALBANY County",2021,"Female","MATH8",13.1
"000001000000","ALBANY County",2018,"Female","MATH8",32.2
"000001000000","ALBANY County",2018,"General Education","MATH3",56.6
"000001000000","ALBANY County",2021,"General Education","MATH3",60.1
"000001000000","ALBANY County",2019,"General Education","MATH3",57.5
"000001000000","ALBANY County",2018,"General Education","MATH4",51.6
"000001000000","ALBANY County",2019,"General Education","MATH4",55.7
"000001000000","ALBANY County",2021,"General Education","MATH4",58.7
"000001000000","ALBANY County",2021,"General Education","MATH5",51.2
"000001000000","ALBANY County",2019,"General Education","MATH5",49.7
"000001000000","ALBANY County",2018,"General Education","MATH5",45.5
"000001000000","ALBANY County",2021,"General Education","MATH6",48.0
"000001000000","ALBANY County",2019,"General Education","MATH6",55.9
"000001000000","ALBANY County",2018,"General Education","MATH6",51.3
"000001000000","ALBANY County",2019,"General Education","MATH7",51.2
"000001000000","ALBANY County",2018,"General Education","MATH7",50.4
"000001000000","ALBANY County",2021,"General Education","MATH7",45.7
"000001000000","ALBANY County",2019,"General Education","MATH8",35.0
"000001000000","ALBANY County",2018,"General Education","MATH8",31.3
"000001000000","ALBANY County",2021,"General Education","MATH8",15.1
"000001000000","ALBANY County",2022,"General Education Students","MATH3",50.0
"000001000000","ALBANY County",2021,"General Education Students","MATH3",60.1
"000001000000","ALBANY County",2021,"General Education Students","MATH4",58.7
"000001000000","ALBANY County",2022,"General Education Students","MATH4",47.8
"000001000000","ALBANY County",2022,"General Education Students","MATH5",42.3
"000001000000","ALBANY County",2021,"General Education Students","MATH5",51.2
"000001000000","ALBANY County",2022,"General Education Students","MATH6",45.4
"000001000000","ALBANY County",2021,"General Education Students","MATH6",48.0
"000001000000","ALBANY County",2022,"General Education Students","MATH7",42.6
"000001000000","ALBANY County",2021,"General Education Students","MATH7",45.7
"000001000000","ALBANY County",2022,"General Education Students","MATH8",26.9
"000001000000","ALBANY County",2021,"General Education Students","MATH8",15.1
"000001000000","ALBANY County",2021,"Hispanic or Latino","MATH3",37.5
"000001000000","ALBANY County",2019,"Hispanic or Latino","MATH3",38.8
"000001000000","ALBANY County",2018,"Hispanic or Latino","MATH3",34.2
"000001000000","ALBANY County",2022,"Hispanic or Latino","MATH3",27.2
"000001000000","ALBANY County",2021,"Hispanic or Latino","MATH3",37.5
"000001000000","ALBANY County",2022,"Hispanic or Latino","MATH4",27.3
"000001000000","ALBANY County",2021,"Hispanic or Latino","MATH4",33.5
"000001000000","ALBANY County",2019,"Hispanic or Latino","MATH4",32.0
"000001000000","ALBANY County",2018,"Hispanic or Latino","MATH4",29.3
"000001000000","ALBANY County",2021,"Hispanic or Latino","MATH4",33.5
"000001000000","ALBANY County",2021,"Hispanic or Latino","MATH5",25.0
"000001000000","ALBANY County",2021,"Hispanic or Latino","MATH5",25.0
"000001000000","ALBANY County",2018,"Hispanic or Latino","MATH5",19.8
"000001000000","ALBANY County",2019,"Hispanic or Latino","MATH5",30.0
"000001000000","ALBANY County",2022,"Hispanic or Latino","MATH5",21.8
"000001000000","ALBANY County",2021,"Hispanic or Latino","MATH6",23.8
"000001000000","ALBANY County",2022,"Hispanic or Latino","MATH6",25.4
"000001000000","ALBANY County",2019,"Hispanic or Latino","MATH6",21.9
"000001000000","ALBANY County",2021,"Hispanic or Latino","MATH6",23.8
"000001000000","ALBANY County",2018,"Hispanic or Latino","MATH6",22.2
"000001000000","ALBANY County",2018,"Hispanic or Latino","MATH7",29.0
"000001000000","ALBANY County",2022,"Hispanic or Latino","MATH7",19.0
"000001000000","ALBANY County",2021,"Hispanic or Latino","MATH7",15.8
"000001000000","ALBANY County",2019,"Hispanic or Latino","MATH7",23.7
"000001000000","ALBANY County",2021,"Hispanic or Latino","MATH7",15.8
"000001000000","ALBANY County",2019,"Hispanic or Latino","MATH8",16.6
"000001000000","ALBANY County",2021,"Hispanic or Latino","MATH8",12.7
"000001000000","ALBANY County",2021,"Hispanic or Latino","MATH8",12.7
"000001000000","ALBANY County",2018,"Hispanic or Latino","MATH8",19.3
"000001000000","ALBANY County",2022,"Hispanic or Latino","MATH8",11.3
"000001000000","ALBANY County",2018,"Homeless","MATH3",26.1
"000001000000","ALBANY County",2022,"Homeless","MATH3",17.1
"000001000000","ALBANY County",2021,"Homeless","MATH3",25.0
"000001000000","ALBANY County",2021,"Homeless","MATH3",25.0
"000001000000","ALBANY County",2019,"Homeless","MATH3",25.3
"000001000000","ALBANY County",2018,"Homeless","MATH4",14.5
"000001000000","ALBANY County",2021,"Homeless","MATH4",23.3
"000001000000","ALBANY County",2019,"Homeless","MATH4",18.8
"000001000000","ALBANY County",2022,"Homeless","MATH4",12.5
"000001000000","ALBANY County",2021,"Homeless","MATH4",23.3
"000001000000","ALBANY County",2018,"Homeless","MATH5",13.6
"000001000000","ALBANY County",2019,"Homeless","MATH5",16.5
"000001000000","ALBANY County",2021,"Homeless","MATH5",3.8
"000001000000","ALBANY County",2021,"Homeless","MATH5",3.8
"000001000000","ALBANY County",2022,"Homeless","MATH5",8.9
"000001000000","ALBANY County",2021,"Homeless","MATH6",25.0
"000001000000","ALBANY County",2019,"Homeless","MATH6",18.0
"000001000000","ALBANY County",2021,"Homeless","MATH6",25.0
"000001000000","ALBANY County",2022,"Homeless","MATH6",8.8
"000001000000","ALBANY County",2018,"Homeless","MATH6",5.7
"000001000000","ALBANY County",2018,"Homeless","MATH7",20.9
"000001000000","ALBANY County",2021,"Homeless","MATH7",NULL
"000001000000","ALBANY County",2022,"Homeless","MATH7",3.3
"000001000000","ALBANY County",2019,"Homeless","MATH7",9.8
"000001000000","ALBANY County",2021,"Homeless","MATH7",NULL
"000001000000","ALBANY County",2022,"Homeless","MATH8",13.0
"000001000000","ALBANY County",2021,"Homeless","MATH8",14.3
"000001000000","ALBANY County",2019,"Homeless","MATH8",10.3
"000001000000","ALBANY County",2021,"Homeless","MATH8",14.3
"000001000000","ALBANY County",2018,"Homeless","MATH8",5.7
"000001000000","ALBANY County",2021,"In Foster Care","MATH3",NULL
"000001000000","ALBANY County",2019,"In Foster Care","MATH3",0.0
"000001000000","ALBANY County",2022,"In Foster Care","MATH3",16.7
"000001000000","ALBANY County",2021,"In Foster Care","MATH3",NULL
"000001000000","ALBANY County",2018,"In Foster Care","MATH3",NULL
"000001000000","ALBANY County",2021,"In Foster Care","MATH4",30.0
"000001000000","ALBANY County",2022,"In Foster Care","MATH4",NULL
"000001000000","ALBANY County",2019,"In Foster Care","MATH4",NULL
"000001000000","ALBANY County",2018,"In Foster Care","MATH4",NULL
"000001000000","ALBANY County",2021,"In Foster Care","MATH4",30.0
"000001000000","ALBANY County",2021,"In Foster Care","MATH5",NULL
"000001000000","ALBANY County",2018,"In Foster Care","MATH5",NULL
"000001000000","ALBANY County",2021,"In Foster Care","MATH5",NULL
"000001000000","ALBANY County",2022,"In Foster Care","MATH5",50.0
"000001000000","ALBANY County",2021,"In Foster Care","MATH6",NULL
"000001000000","ALBANY County",2019,"In Foster Care","MATH6",NULL
"000001000000","ALBANY County",2022,"In Foster Care","MATH6",14.3
"000001000000","ALBANY County",2021,"In Foster Care","MATH6",NULL
"000001000000","ALBANY County",2018,"In Foster Care","MATH6",20.0
"000001000000","ALBANY County",2021,"In Foster Care","MATH7",NULL
"000001000000","ALBANY County",2019,"In Foster Care","MATH7",16.7
"000001000000","ALBANY County",2021,"In Foster Care","MATH7",NULL
"000001000000","ALBANY County",2022,"In Foster Care","MATH7",NULL
"000001000000","ALBANY County",2018,"In Foster Care","MATH7",NULL
"000001000000","ALBANY County",2022,"In Foster Care","MATH8",NULL
"000001000000","ALBANY County",2018,"In Foster Care","MATH8",NULL
"000001000000","ALBANY County",2019,"In Foster Care","MATH8",NULL
"000001000000","ALBANY County",2021,"In Foster Care","MATH8",NULL
"000001000000","ALBANY County",2021,"In Foster Care","MATH8",NULL
"000001000000","ALBANY County",2021,"Male","MATH3",57.1
"000001000000","ALBANY County",2022,"Male","MATH3",45.5
"000001000000","ALBANY County",2019,"Male","MATH3",53.9
"000001000000","ALBANY County",2021,"Male","MATH3",57.1
"000001000000","ALBANY County",2018,"Male","MATH3",52.6
"000001000000","ALBANY County",2019,"Male","MATH4",52.1
"000001000000","ALBANY County",2018,"Male","MATH4",48.8
"000001000000","ALBANY County",2022,"Male","MATH4",44.9
"000001000000","ALBANY County",2021,"Male","MATH4",55.3
"000001000000","ALBANY County",2021,"Male","MATH4",55.3
"000001000000","ALBANY County",2021,"Male","MATH5",45.2
"000001000000","ALBANY County",2021,"Male","MATH5",45.2
"000001000000","ALBANY County",2019,"Male","MATH5",45.5
"000001000000","ALBANY County",2022,"Male","MATH5",39.5
"000001000000","ALBANY County",2018,"Male","MATH5",42.7
"000001000000","ALBANY County",2019,"Male","MATH6",50.2
"000001000000","ALBANY County",2021,"Male","MATH6",46.6
"000001000000","ALBANY County",2018,"Male","MATH6",47.8
"000001000000","ALBANY County",2021,"Male","MATH6",46.6
"000001000000","ALBANY County",2022,"Male","MATH6",41.6
"000001000000","ALBANY County",2021,"Male","MATH7",40.9
"000001000000","ALBANY County",2018,"Male","MATH7",42.5
"000001000000","ALBANY County",2019,"Male","MATH7",44.9
"000001000000","ALBANY County",2021,"Male","MATH7",40.9
"000001000000","ALBANY County",2022,"Male","MATH7",37.9
"000001000000","ALBANY County",2021,"Male","MATH8",13.6
"000001000000","ALBANY County",2022,"Male","MATH8",22.3
"000001000000","ALBANY County",2019,"Male","MATH8",27.2
"000001000000","ALBANY County",2018,"Male","MATH8",23.3
"000001000000","ALBANY County",2021,"Male","MATH8",13.6
"000001000000","ALBANY County",2022,"Migrant","MATH3",NULL
"000001000000","ALBANY County",2018,"Migrant","MATH3",NULL
"000001000000","ALBANY County",2019,"Migrant","MATH4",NULL
"000001000000","ALBANY County",2018,"Migrant","MATH4",NULL
"000001000000","ALBANY County",2021,"Migrant","MATH4",NULL
"000001000000","ALBANY County",2021,"Migrant","MATH4",NULL
"000001000000","ALBANY County",2022,"Migrant","MATH4",NULL
"000001000000","ALBANY County",2018,"Migrant","MATH5",NULL
"000001000000","ALBANY County",2019,"Migrant","MATH5",NULL
"000001000000","ALBANY County",2022,"Migrant","MATH5",NULL
"000001000000","ALBANY County",2018,"Migrant","MATH6",NULL
"000001000000","ALBANY County",2019,"Migrant","MATH6",NULL
"000001000000","ALBANY County",2018,"Migrant","MATH7",NULL
"000001000000","ALBANY County",2019,"Migrant","MATH7",NULL
"000001000000","ALBANY County",2022,"Migrant","MATH7",NULL
"000001000000","ALBANY County",2019,"Migrant","MATH8",NULL
"000001000000","ALBANY County",2022,"Migrant","MATH8",NULL
"000001000000","ALBANY County",2018,"Migrant","MATH8",NULL
"000001000000","ALBANY County",2021,"Migrant","MATH8",NULL
"000001000000","ALBANY County",2021,"Migrant","MATH8",NULL
"000001000000","ALBANY County",2021,"Multiracial","MATH3",47.9
"000001000000","ALBANY County",2018,"Multiracial","MATH3",49.7
"000001000000","ALBANY County",2022,"Multiracial","MATH3",NULL
"000001000000","ALBANY County",2019,"Multiracial","MATH3",51.1
"000001000000","ALBANY County",2021,"Multiracial","MATH3",47.9
"000001000000","ALBANY County",2018,"Multiracial","MATH4",NULL
"000001000000","ALBANY County",2022,"Multiracial","MATH4",41.2
"000001000000","ALBANY County",2019,"Multiracial","MATH4",44.3
"000001000000","ALBANY County",2021,"Multiracial","MATH4",NULL
"000001000000","ALBANY County",2021,"Multiracial","MATH4",NULL
"000001000000","ALBANY County",2022,"Multiracial","MATH5",NULL
"000001000000","ALBANY County",2021,"Multiracial","MATH5",NULL
"000001000000","ALBANY County",2021,"Multiracial","MATH5",NULL
"000001000000","ALBANY County",2018,"Multiracial","MATH5",38.9
"000001000000","ALBANY County",2019,"Multiracial","MATH5",NULL
"000001000000","ALBANY County",2018,"Multiracial","MATH6",NULL
"000001000000","ALBANY County",2021,"Multiracial","MATH6",NULL
"000001000000","ALBANY County",2022,"Multiracial","MATH6",40.1
"000001000000","ALBANY County",2021,"Multiracial","MATH6",NULL
"000001000000","ALBANY County",2019,"Multiracial","MATH6",43.3
"000001000000","ALBANY County",2018,"Multiracial","MATH7",40.0
"000001000000","ALBANY County",2021,"Multiracial","MATH7",NULL
"000001000000","ALBANY County",2022,"Multiracial","MATH7",30.3
"000001000000","ALBANY County",2019,"Multiracial","MATH7",NULL
"000001000000","ALBANY County",2021,"Multiracial","MATH7",NULL
"000001000000","ALBANY County",2018,"Multiracial","MATH8",NULL
"000001000000","ALBANY County",2021,"Multiracial","MATH8",NULL
"000001000000","ALBANY County",2019,"Multiracial","MATH8",31.0
"000001000000","ALBANY County",2021,"Multiracial","MATH8",NULL
"000001000000","ALBANY County",2022,"Multiracial","MATH8",NULL
"000001000000","ALBANY County",2022,"Non-English Language Learner","MATH3",46.8
"000001000000","ALBANY County",2021,"Non-English Language Learner","MATH3",56.7
